# scenario_id: 20
# description: Forward fall when trying to sit down
# age: 32
# height_m: 1.75
# sex: male
# weight_kg: 80.0
t,ax,ay,az,gx,gy,gz,pelvis_z,pelvis_vx,impact_n,accel_mag,fall
7.98,-1.13187,0.57994,-8.75169,1.33765,-0.73816,-0.20487,0.23195,-0.059,0.0,8.84362,1
7.99,-1.1901,0.52185,-8.65891,1.30788,-0.7172,-0.18001,0.23198,-0.06041,0.0,8.75587,1
8.0,-1.24832,0.46377,-8.56612,1.27811,-0.69624,-0.15516,0.23201,-0.06183,0.0,8.66901,1
8.01,-1.29599,0.37698,-8.58692,1.25403,-0.67036,-0.1505,0.23205,-0.05712,0.0,8.69235,1
8.02,-1.34365,0.2902,-8.60773,1.22994,-0.64448,-0.14583,0.23209,-0.05242,0.0,8.7168,1
8.03,-1.39132,0.20341,-8.62853,1.20585,-0.61861,-0.14117,0.23213,-0.04772,0.0,8.74235,1
8.04,-1.33867,0.10549,-8.76429,1.18683,-0.60089,-0.13789,0.2322,-0.04613,0.0,8.86656,1
8.05,-1.23585,0.00199,-8.95753,1.17033,-0.58727,-0.13531,0.23229,-0.04611,0.0,9.04238,1
8.06,-1.13303,-0.1015,-9.15077,1.15383,-0.57364,-0.13274,0.23239,-0.04608,0.0,9.22121,1
8.07,-1.04992,-0.20122,-9.32543,1.14083,-0.56545,-0.13468,0.23246,-0.04743,0.0,9.3865,1
8.08,-1.00622,-0.29339,-9.46291,1.13483,-0.56815,-0.14568,0.23248,-0.05154,0.0,9.52078,1
8.09,-0.96252,-0.38556,-9.6004,1.12882,-0.57084,-0.15667,0.2325,-0.05564,0.0,9.65623,1
8.1,-0.91883,-0.47773,-9.73788,1.12281,-0.57353,-0.16766,0.23252,-0.05974,0.0,9.79279,1
8.11,-0.93036,-0.53781,-9.80221,1.13136,-0.58537,-0.1748,0.23252,-0.06363,0.0,9.86094,1
8.12,-0.94189,-0.59789,-9.86653,1.13992,-0.59721,-0.18193,0.23251,-0.06752,0.0,9.9294,1
8.13,-0.95342,-0.65797,-9.93086,1.14847,-0.60904,-0.18906,0.23251,-0.07141,0.0,9.99819,1
8.14,-1.00583,-0.74032,-9.86172,1.1506,-0.61486,-0.19812,0.2325,-0.07619,0.0,9.94049,1
8.15,-1.07869,-0.83381,-9.72585,1.14952,-0.61767,-0.20816,0.23248,-0.08141,0.0,9.82094,1
8.16,-1.15155,-0.9273,-9.58998,1.14844,-0.62047,-0.21819,0.23246,-0.08664,0.0,9.70328,1
8.17,-1.15117,-1.03659,-9.41801,1.13978,-0.62269,-0.22402,0.23243,-0.08572,0.0,9.54456,1
8.18,-1.00431,-1.1775,-9.17385,1.11595,-0.62371,-0.22146,0.23237,-0.07253,0.0,9.30348,1
8.19,-0.85746,-1.3184,-8.92969,1.09212,-0.62473,-0.2189,0.23231,-0.05934,0.0,9.06713,1
8.2,-0.7106,-1.45931,-8.68553,1.06829,-0.62576,-0.21634,0.23226,-0.04615,0.0,8.83589,1
8.21,-0.69744,-1.72465,-8.75951,1.01653,-0.60396,-0.21017,0.23227,-0.04949,0.0,8.95488,1
8.22,-0.68428,-1.99,-8.83349,0.96477,-0.58217,-0.20401,0.23228,-0.05283,0.0,9.08069,1
8.23,-0.67112,-2.25534,-8.90748,0.91301,-0.56037,-0.19784,0.23229,-0.05617,0.0,9.21304,1
8.24,-0.66224,-2.38606,-8.97614,0.86225,-0.53886,-0.19119,0.23232,-0.05901,0.0,9.31144,1
8.25,-0.65551,-2.44946,-9.04213,0.812,-0.51749,-0.18429,0.23235,-0.06161,0.0,9.39094,1
8.26,-0.64878,-2.51287,-9.10813,0.76174,-0.49613,-0.1774,0.23238,-0.06421,0.0,9.47066,1
8.27,-0.64582,-2.56117,-9.18704,0.71918,-0.47851,-0.17652,0.23239,-0.06538,0.0,9.5592,1
8.28,-0.6504,-2.57926,-9.29175,0.69202,-0.46841,-0.18768,0.23238,-0.06372,0.0,9.665,1
8.29,-0.65499,-2.59736,-9.39647,0.66485,-0.4583,-0.19884,0.23236,-0.06206,0.0,9.77082,1
8.3,-0.65957,-2.61545,-9.50118,0.63769,-0.44819,-0.21,0.23235,-0.0604,0.0,9.87664,1
8.31,-0.60939,-2.5679,-9.55802,0.63876,-0.45199,-0.22513,0.23232,-0.05731,0.0,9.9157,1
8.32,-0.5592,-2.52034,-9.61485,0.63982,-0.45578,-0.24027,0.23229,-0.05421,0.0,9.95541,1
8.33,-0.50901,-2.47278,-9.67169,0.64089,-0.45958,-0.2554,0.23226,-0.05112,0.0,9.99576,1
8.34,-0.49782,-2.43612,-9.69856,0.64419,-0.46691,-0.27512,0.23212,-0.04871,0.0,10.01222,1
8.35,-0.50613,-2.40492,-9.71046,0.64862,-0.47601,-0.29711,0.23193,-0.04665,0.0,10.01663,1
8.36,-0.51444,-2.37372,-9.72235,0.65304,-0.48511,-0.31911,0.23175,-0.04459,0.0,10.02115,1
8.37,-0.52086,-2.36229,-9.72891,0.65777,-0.49347,-0.33995,0.23146,-0.04383,0.0,10.02514,1
8.38,-0.52348,-2.3904,-9.7248,0.66309,-0.50033,-0.35844,0.23097,-0.04565,0.0,10.02795,1
8.39,-0.52611,-2.4185,-9.72069,0.66842,-0.5072,-0.37694,0.23049,-0.04748,0.0,10.03084,1
8.4,-0.52874,-2.44661,-9.71657,0.67374,-0.51406,-0.39544,0.23,-0.0493,0.0,10.03381,1
8.41,-0.4839,-2.51753,-9.67334,0.6814,-0.51396,-0.40035,0.22941,-0.04839,0.0,10.00728,1
8.42,-0.43907,-2.58844,-9.63011,0.68907,-0.51386,-0.40527,0.22881,-0.04748,0.0,9.98157,1
8.43,-0.39424,-2.65935,-9.58688,0.69673,-0.51375,-0.41019,0.22822,-0.04656,0.0,9.9567,1
8.44,-0.34977,-2.73316,-9.57029,0.69979,-0.5116,-0.41074,0.22755,-0.04546,0.0,9.95906,1
8.45,-0.30549,-2.80842,-9.56701,0.70055,-0.50843,-0.40912,0.22685,-0.04427,0.0,9.97538,1
8.46,-0.26121,-2.88368,-9.56374,0.70132,-0.50525,-0.40749,0.22615,-0.04308,0.0,9.99244,1
8.47,-0.21029,-2.94511,-9.56006,0.70217,-0.50351,-0.40269,0.2254,-0.04185,0.0,10.00563,1
8.48,-0.14611,-2.97891,-9.55557,0.70321,-0.50463,-0.39152,0.22455,-0.04054,0.0,10.0102,1
8.49,-0.08193,-3.0127,-9.55109,0.70425,-0.50575,-0.38036,0.2237,-0.03923,0.0,10.0153,1
8.5,-0.01775,-3.04649,-9.5466,0.70528,-0.50687,-0.36919,0.22285,-0.03792,0.0,10.02093,1
8.51,0.04662,-3.05535,-9.56604,0.71707,-0.5161,-0.35671,0.22188,-0.03949,0.0,10.04224,1
8.52,0.111,-3.06421,-9.58549,0.72886,-0.52533,-0.34423,0.22092,-0.04105,0.0,10.06396,1
8.53,0.17537,-3.07307,-9.60493,0.74065,-0.53456,-0.33174,0.21995,-0.04262,0.0,10.08609,1
8.54,0.22104,-3.09831,-9.59233,0.74307,-0.53936,-0.31866,0.21882,-0.04256,0.0,10.08272,1
8.55,0.25736,-3.13173,-9.56371,0.74082,-0.54194,-0.30529,0.21762,-0.04169,0.0,10.0667,1
8.56,0.29368,-3.16514,-9.53509,0.73856,-0.54452,-0.29192,0.21641,-0.04082,0.0,10.05099,1
8.57,0.3251,-3.21533,-9.50795,0.7334,-0.54304,-0.27933,0.21512,-0.03998,0.0,10.04217,1
8.58,0.34671,-3.29903,-9.48376,0.72245,-0.53343,-0.2683,0.21366,-0.0392,0.0,10.04717,1
8.59,0.36833,-3.38273,-9.45958,0.7115,-0.52383,-0.25728,0.2122,-0.03842,0.0,10.05297,1
8.6,0.38995,-3.46644,-9.43539,0.70055,-0.51423,-0.24625,0.21074,-0.03763,0.0,10.05957,1
8.61,0.44567,-3.58671,-9.4349,0.70385,-0.50402,-0.23348,0.20933,-0.03216,0.0,10.10349,1
8.62,0.50139,-3.70698,-9.43441,0.70715,-0.49381,-0.22071,0.20793,-0.02669,0.0,10.14895,1
8.63,0.55712,-3.82725,-9.43393,0.71046,-0.4836,-0.20794,0.20653,-0.02122,0.0,10.19594,1
8.64,0.6147,-3.8946,-9.4312,0.70842,-0.46483,-0.18848,0.20504,-0.01521,0.0,10.2222,1
8.65,0.67321,-3.9355,-9.42736,0.70372,-0.44179,-0.16567,0.20352,-0.00892,0.0,10.23799,1
8.66,0.73172,-3.97639,-9.42352,0.69901,-0.41875,-0.14286,0.202,-0.00264,0.0,10.25426,1
8.67,0.80416,-4.04751,-9.28082,0.68055,-0.39889,-0.11652,0.20047,0.00381,0.0,10.15691,1
8.68,0.90443,-4.1791,-8.86042,0.63455,-0.38541,-0.08311,0.19894,0.0106,0.0,9.83819,1
8.69,1.00471,-4.3107,-8.44001,0.58856,-0.37192,-0.0497,0.1974,0.01739,0.0,9.53023,1
8.7,1.10499,-4.44229,-8.0196,0.54256,-0.35844,-0.01629,0.19587,0.02419,0.0,9.23412,1
8.71,1.00489,-4.41853,-7.95488,0.51201,-0.33993,-0.00526,0.19474,0.02117,0.0,9.15496,1
8.72,0.9048,-4.39476,-7.89016,0.48146,-0.32143,0.00576,0.19362,0.01816,0.0,9.07674,1
8.73,0.80471,-4.371,-7.82544,0.45091,-0.30292,0.01679,0.19249,0.01515,0.0,8.99948,1
8.74,0.76801,-4.35865,-7.73315,0.42505,-0.28627,0.0265,0.19139,0.01489,0.0,8.91007,1
8.75,0.763,-4.352,-7.62708,0.40154,-0.27054,0.03554,0.1903,0.01602,0.0,8.81444,1
8.76,0.758,-4.34536,-7.52101,0.37803,-0.25481,0.04458,0.18921,0.01714,0.0,8.71907,1
8.77,0.71719,-4.36816,-7.39389,0.35179,-0.23528,0.04858,0.18815,0.01604,0.0,8.61771,1
8.78,0.60479,-4.44986,-7.2247,0.32011,-0.20815,0.0425,0.18713,0.01049,0.0,8.50667,1
8.79,0.49238,-4.53157,-7.05551,0.28842,-0.18101,0.03642,0.18612,0.00494,0.0,8.39987,1
8.8,0.37997,-4.61327,-6.88632,0.25673,-0.15388,0.03033,0.18511,-0.00061,0.0,8.29747,1
8.81,0.3643,-4.65124,-6.80355,0.22341,-0.13026,0.02457,0.18451,-0.00172,0.0,8.24955,1
8.82,0.34862,-4.68921,-6.72078,0.19009,-0.10665,0.01881,0.18391,-0.00283,0.0,8.20239,1
8.83,0.33295,-4.72718,-6.63801,0.15677,-0.08304,0.01305,0.18331,-0.00393,0.0,8.156,1
8.84,0.40132,-4.76259,-6.59392,0.12829,-0.0732,0.01257,0.1829,-0.00182,0.0,8.14391,1
8.85,0.51172,-4.79673,-6.56918,0.10224,-0.07024,0.01472,0.1826,0.0019,0.0,8.15013,1
8.86,0.62212,-4.83086,-6.54443,0.07619,-0.06729,0.01687,0.1823,0.00562,0.0,8.15805,1
8.87,0.70486,-4.8462,-6.56532,0.05119,-0.06402,0.01905,0.18205,0.00929,0.0,8.1906,1
8.88,0.73227,-4.82396,-6.67746,0.02831,-0.06012,0.02128,0.18191,0.01285,0.0,8.27014,1
8.89,0.75969,-4.80171,-6.7896,0.00542,-0.05623,0.0235,0.18177,0.01641,0.0,8.35059,1
8.9,0.78711,-4.77947,-6.90175,-0.01746,-0.05234,0.02573,0.18163,0.01998,0.0,8.4319,1
8.91,0.77493,-4.74736,-7.03188,-0.03196,-0.05221,0.02834,0.18155,0.02003,0.0,8.5197,1
8.92,0.76276,-4.71526,-7.16201,-0.04646,-0.05208,0.03094,0.18146,0.02008,0.0,8.60871,1
8.93,0.75058,-4.68315,-7.29214,-0.06097,-0.05195,0.03355,0.18138,0.02013,0.0,8.69888,1
8.94,0.7383,-4.66109,-7.39933,-0.07209,-0.05015,0.03582,0.18128,0.01983,0.0,8.77616,1
8.95,0.72597,-4.64406,-7.49504,-0.08152,-0.0475,0.03792,0.18118,0.01936,0.0,8.84703,1
8.96,0.71364,-4.62703,-7.59075,-0.09096,-0.04486,0.04001,0.18108,0.01888,0.0,8.91842,1
8.97,0.70194,-4.61068,-7.68098,-0.09982,-0.04308,0.04114,0.18098,0.01862,0.0,8.98601,1
8.98,0.6915,-4.59567,-7.76023,-0.10755,-0.04304,0.04032,0.18087,0.01877,0.0,9.04541,1
8.99,0.68107,-4.58067,-7.83948,-0.11528,-0.04299,0.0395,0.18077,0.01892,0.0,9.10515,1
9.0,0.67063,-4.56566,-7.91873,-0.12301,-0.04295,0.03868,0.18066,0.01908,0.0,9.16522,1
9.01,0.65819,-4.53225,-7.99226,-0.12967,-0.04428,0.04001,0.18057,0.01822,0.0,9.21145,1
9.02,0.64574,-4.49884,-8.0658,-0.13633,-0.04561,0.04134,0.18047,0.01737,0.0,9.25817,1
9.03,0.6333,-4.46543,-8.13933,-0.14299,-0.04695,0.04267,0.18037,0.01652,0.0,9.30537,1
9.04,0.63099,-4.45143,-8.18804,-0.14743,-0.0477,0.04299,0.18026,0.01625,0.0,9.34116,1
9.05,0.63375,-4.44713,-8.22433,-0.15078,-0.04817,0.0428,0.18016,0.01628,0.0,9.37114,1
9.06,0.63652,-4.44283,-8.26063,-0.15412,-0.04864,0.04262,0.18005,0.01631,0.0,9.40116,1
9.07,0.63732,-4.43234,-8.29958,-0.15668,-0.0486,0.04321,0.17994,0.01634,0.0,9.43052,1
9.08,0.6342,-4.40945,-8.34383,-0.15768,-0.04755,0.04534,0.17984,0.01639,0.0,9.45859,1
9.09,0.63109,-4.38656,-8.38809,-0.15868,-0.04649,0.04748,0.17975,0.01643,0.0,9.48685,1
9.1,0.62798,-4.36367,-8.43235,-0.15968,-0.04544,0.04961,0.17965,0.01648,0.0,9.51528,1
9.11,0.6302,-4.33245,-8.47435,-0.16064,-0.04674,0.0492,0.17954,0.01624,0.0,9.53844,1
9.12,0.63242,-4.30122,-8.51635,-0.16159,-0.04804,0.04879,0.17943,0.01599,0.0,9.56183,1
9.13,0.63465,-4.27,-8.55835,-0.16255,-0.04934,0.04837,0.17933,0.01575,0.0,9.58545,1
9.14,0.63054,-4.25002,-8.58794,-0.16319,-0.04883,0.04754,0.17921,0.01585,0.0,9.60276,1
9.15,0.62328,-4.23567,-8.61134,-0.16368,-0.04742,0.0465,0.1791,0.01611,0.0,9.61689,1
9.16,0.61601,-4.22133,-8.63474,-0.16416,-0.04602,0.04546,0.17898,0.01638,0.0,9.63108,1
9.17,0.60661,-4.20667,-8.65507,-0.16495,-0.0457,0.04448,0.17887,0.01643,0.0,9.64232,1
9.18,0.59294,-4.1914,-8.66928,-0.16632,-0.04756,0.04364,0.17877,0.01605,0.0,9.64758,1
9.19,0.57928,-4.17613,-8.68348,-0.1677,-0.04942,0.0428,0.17867,0.01567,0.0,9.6529,1
9.2,0.56561,-4.16086,-8.69769,-0.16907,-0.05128,0.04196,0.17857,0.01529,0.0,9.65828,1
9.21,0.56995,-4.13959,-8.71739,-0.17003,-0.05342,0.04039,0.17845,0.01514,0.0,9.66716,1
9.22,0.5743,-4.11831,-8.73709,-0.17098,-0.05555,0.03883,0.17832,0.01498,0.0,9.67611,1
9.23,0.57864,-4.09704,-8.7568,-0.17194,-0.05769,0.03727,0.1782,0.01483,0.0,9.68515,1
9.24,0.58598,-4.08178,-8.77698,-0.172,-0.05721,0.03748,0.17808,0.0148,0.0,9.6974,1
9.25,0.59481,-4.06951,-8.79739,-0.17162,-0.05542,0.03857,0.17795,0.01484,0.0,9.71127,1
9.26,0.60365,-4.05724,-8.8178,-0.17124,-0.05363,0.03966,0.17783,0.01487,0.0,9.72519,1
9.27,0.60495,-4.04493,-8.83653,-0.17191,-0.05269,0.04068,0.17771,0.01465,0.0,9.73713,1
9.28,0.5912,-4.03253,-8.85188,-0.17468,-0.05347,0.04153,0.17758,0.01392,0.0,9.74508,1
9.29,0.57744,-4.02014,-8.86723,-0.17746,-0.05424,0.04239,0.17746,0.01319,0.0,9.75309,1
9.3,0.56369,-4.00774,-8.88258,-0.18023,-0.05501,0.04324,0.17733,0.01246,0.0,9.76115,1
9.31,0.55433,-3.98539,-8.89443,-0.18209,-0.05383,0.04115,0.17722,0.01261,0.0,9.76224,1
9.32,0.54496,-3.96303,-8.90627,-0.18394,-0.05264,0.03906,0.1771,0.01276,0.0,9.76342,1
9.33,0.5356,-3.94068,-8.91812,-0.1858,-0.05145,0.03697,0.17699,0.01291,0.0,9.76466,1
9.34,0.54671,-3.92959,-8.92847,-0.18649,-0.0521,0.03659,0.17686,0.01303,0.0,9.77027,1
9.35,0.56805,-3.92415,-8.93808,-0.18659,-0.05367,0.03707,0.17673,0.01314,0.0,9.77808,1
9.36,0.58939,-3.9187,-8.94769,-0.1867,-0.05524,0.03755,0.1766,0.01325,0.0,9.78595,1
9.37,0.6008,-3.90313,-8.96074,-0.18657,-0.05642,0.03862,0.17647,0.01324,0.0,9.79236,1
9.38,0.59235,-3.86733,-8.98066,-0.18596,-0.0568,0.04088,0.17635,0.01297,0.0,9.79589,1
9.39,0.5839,-3.83152,-9.00059,-0.18536,-0.05718,0.04314,0.17623,0.0127,0.0,9.79959,1
9.4,0.57545,-3.79571,-9.02051,-0.18475,-0.05757,0.0454,0.17611,0.01243,0.0,9.80348,1
9.41,0.56658,-3.79066,-9.01113,-0.18474,-0.05542,0.04334,0.17598,0.01188,0.0,9.79237,1
9.42,0.5577,-3.7856,-9.00174,-0.18472,-0.05328,0.04129,0.17586,0.01134,0.0,9.78127,1
9.43,0.54882,-3.78055,-8.99236,-0.1847,-0.05113,0.03923,0.17573,0.01079,0.0,9.77018,1
9.44,0.55561,-3.76557,-9.00861,-0.18565,-0.05095,0.03909,0.1756,0.01097,0.0,9.77974,1
9.45,0.57024,-3.74564,-9.03766,-0.18709,-0.05176,0.03991,0.17547,0.01151,0.0,9.79971,1
9.46,0.58487,-3.7257,-9.06672,-0.18852,-0.05257,0.04073,0.17534,0.01206,0.0,9.81979,1
9.47,0.59219,-3.70376,-9.08704,-0.19032,-0.05296,0.0413,0.17522,0.01234,0.0,9.83071,1
9.48,0.5849,-3.67781,-9.08989,-0.19285,-0.05253,0.0414,0.17509,0.01211,0.0,9.82316,1
9.49,0.57761,-3.65186,-9.09274,-0.19538,-0.05209,0.04149,0.17496,0.01187,0.0,9.81568,1
9.5,0.57032,-3.62591,-9.09559,-0.19791,-0.05166,0.04158,0.17483,0.01163,0.0,9.80827,1
9.51,0.55752,-3.59666,-9.11121,-0.19834,-0.05412,0.03954,0.17465,0.01349,0.0,9.81126,1
9.52,0.54473,-3.56741,-9.12683,-0.19877,-0.05658,0.03749,0.17447,0.01535,0.0,9.81438,1
9.53,0.53194,-3.53816,-9.14245,-0.19921,-0.05904,0.03545,0.17428,0.0172,0.0,9.81763,1
9.54,0.5174,-3.49775,-9.16141,-0.20403,-0.05735,0.03228,0.17405,0.01881,0.0,9.82005,1
9.55,0.50199,-3.45175,-9.18203,-0.21104,-0.05357,0.02856,0.17379,0.02028,0.0,9.82223,1
9.56,0.48658,-3.40575,-9.20266,-0.21805,-0.04979,0.02483,0.17354,0.02176,0.0,9.82471,1
9.57,0.49187,-3.35068,-9.21472,-0.22678,-0.04319,0.02531,0.17314,0.02487,0.0,9.81733,1
9.58,0.53856,-3.27744,-9.20964,-0.23894,-0.03094,0.03421,0.17248,0.03126,0.0,9.79026,1
9.59,0.58525,-3.20419,-9.20457,-0.2511,-0.01868,0.04311,0.17182,0.03765,0.0,9.76389,1
9.6,0.63195,-3.13095,-9.1995,-0.26326,-0.00643,0.05201,0.17116,0.04403,0.0,9.73822,1
9.61,0.62406,-3.09748,-9.20846,-0.27578,0.00454,0.06,0.17041,0.04541,0.0,9.73549,1
9.62,0.61618,-3.06401,-9.21743,-0.28829,0.01551,0.06799,0.16967,0.04678,0.0,9.73288,1
9.63,0.6083,-3.03054,-9.2264,-0.30081,0.02648,0.07598,0.16893,0.04816,0.0,9.7304,1
9.64,0.60238,-3.01319,-9.23817,-0.31308,0.03694,0.08259,0.16817,0.04916,0.0,9.73581,1
9.65,0.59744,-3.00389,-9.25134,-0.32522,0.04715,0.08851,0.16742,0.04997,0.0,9.74513,1
9.66,0.59251,-2.9946,-9.26451,-0.33737,0.05736,0.09443,0.16667,0.05078,0.0,9.75448,1
9.67,0.57621,-3.00241,-9.28127,-0.34426,0.06309,0.09775,0.16598,0.04919,0.0,9.77182,1
9.68,0.53719,-3.04444,-9.30519,-0.34065,0.05988,0.09585,0.1654,0.04281,0.0,9.80529,1
9.69,0.49818,-3.08647,-9.32912,-0.33705,0.05667,0.09395,0.16483,0.03643,0.0,9.83905,1
9.7,0.45917,-3.12851,-9.35304,-0.33344,0.05345,0.09205,0.16426,0.03004,0.0,9.87309,1
9.71,0.44722,-3.11099,-9.33689,-0.33319,0.05025,0.08566,0.16386,0.02827,0.0,9.85169,1
9.72,0.43528,-3.09347,-9.32074,-0.33294,0.04704,0.07927,0.16346,0.0265,0.0,9.83032,1
9.73,0.42333,-3.07595,-9.30459,-0.3327,0.04384,0.07288,0.16305,0.02473,0.0,9.80898,1
9.74,0.41941,-3.03946,-9.30845,-0.33442,0.04199,0.06901,0.16264,0.02578,0.0,9.8011,1
9.75,0.41951,-2.99349,-9.32232,-0.33713,0.04082,0.06641,0.16222,0.02823,0.0,9.80013,1
9.76,0.41961,-2.94752,-9.33618,-0.33984,0.03964,0.06381,0.16181,0.03068,0.0,9.7994,1
9.77,0.42116,-2.89644,-9.35932,-0.34113,0.03785,0.05862,0.16139,0.03286,0.0,9.80631,1
9.78,0.42563,-2.83516,-9.401,-0.3396,0.0348,0.04824,0.16097,0.03452,0.0,9.82843,1
9.79,0.43009,-2.77388,-9.44268,-0.33807,0.03176,0.03787,0.16055,0.03617,0.0,9.85107,1
9.8,0.43455,-2.7126,-9.48436,-0.33654,0.02872,0.02749,0.16013,0.03783,0.0,9.87422,1
9.81,0.42152,-2.69818,-9.482,-0.34441,0.02814,0.01997,0.15985,0.0362,0.0,9.86743,1
9.82,0.4085,-2.68376,-9.47964,-0.35229,0.02756,0.01244,0.15958,0.03458,0.0,9.86067,1
9.83,0.39547,-2.66933,-9.47727,-0.36017,0.02698,0.00492,0.15931,0.03295,0.0,9.85396,1
9.84,0.37461,-2.62344,-9.48082,-0.36702,0.02654,-0.00022,0.15901,0.03022,0.0,9.84422,1
9.85,0.34983,-2.56181,-9.48732,-0.37336,0.02616,-0.00417,0.1587,0.02693,0.0,9.83334,1
9.86,0.32506,-2.50018,-9.49383,-0.37969,0.02578,-0.00812,0.15838,0.02364,0.0,9.8229,1
9.87,0.3075,-2.44036,-9.50473,-0.3846,0.0249,-0.01138,0.15806,0.02098,0.0,9.81783,1
9.88,0.30438,-2.38419,-9.52444,-0.38667,0.02302,-0.01324,0.15773,0.0196,0.0,9.82303,1
9.89,0.30125,-2.32801,-9.54415,-0.38873,0.02115,-0.01511,0.1574,0.01822,0.0,9.82859,1
9.9,0.29813,-2.27183,-9.56386,-0.39079,0.01928,-0.01697,0.15707,0.01684,0.0,9.8345,1
9.91,0.29905,-2.23916,-9.58343,-0.39537,0.02189,-0.01931,0.15671,0.01682,0.0,9.84609,1
9.92,0.29997,-2.20648,-9.603,-0.39995,0.0245,-0.02164,0.15636,0.01681,0.0,9.8578,1
9.93,0.30089,-2.17381,-9.62258,-0.40453,0.02712,-0.02398,0.156,0.01679,0.0,9.86965,1
9.94,0.31468,-2.13776,-9.63699,-0.40929,0.02704,-0.02644,0.15564,0.01654,0.0,9.87627,1
9.95,0.3349,-2.10002,-9.64883,-0.41415,0.02562,-0.02896,0.15526,0.01617,0.0,9.88039,1
9.96,0.35512,-2.06228,-9.66067,-0.41901,0.0242,-0.03148,0.15489,0.0158,0.0,9.88471,1
9.97,0.37025,-2.02075,-9.67672,-0.42177,0.02313,-0.03305,0.15452,0.01545,0.0,9.89239,1
9.98,0.37517,-1.97163,-9.70119,-0.42035,0.02278,-0.03272,0.15416,0.01513,0.0,9.90663,1
9.99,0.38009,-1.92251,-9.72567,-0.41892,0.02243,-0.03239,0.1538,0.01482,0.0,9.92115,1
10.0,0.38501,-1.8734,-9.75015,-0.4175,0.02209,-0.03206,0.15344,0.0145,0.0,9.93596,1
10.01,0.38698,-1.84374,-9.74021,-0.4207,0.02173,-0.03369,0.15306,0.01406,0.0,9.92073,1
10.02,0.38895,-1.81407,-9.73028,-0.42389,0.02138,-0.03533,0.15268,0.01361,0.0,9.90558,1
10.03,0.39092,-1.78441,-9.72034,-0.42708,0.02102,-0.03697,0.1523,0.01316,0.0,9.8905,1
10.04,0.39119,-1.75539,-9.72376,-0.42683,0.02255,-0.03872,0.15192,0.01281,0.0,9.88868,1
10.05,0.39062,-1.72669,-9.73386,-0.42485,0.02503,-0.04053,0.15153,0.01251,0.0,9.89354,1
10.06,0.39005,-1.69799,-9.74396,-0.42287,0.02751,-0.04234,0.15115,0.0122,0.0,9.89849,1
10.07,0.3911,-1.66164,-9.75635,-0.42074,0.02924,-0.04304,0.15076,0.01183,0.0,9.90457,1
10.08,0.39539,-1.60998,-9.77334,-0.41833,0.02947,-0.04153,0.15036,0.01131,0.0,9.91295,1
10.09,0.39968,-1.55832,-9.79034,-0.41592,0.0297,-0.04002,0.14997,0.0108,0.0,9.92163,1
10.1,0.40398,-1.50666,-9.80733,-0.41351,0.02993,-0.03851,0.14957,0.01029,0.0,9.9306,1
10.11,0.40835,-1.46865,-9.78998,-0.41539,0.03157,-0.03946,0.14918,0.01058,0.0,9.90794,1
10.12,0.41272,-1.43065,-9.77263,-0.41727,0.03321,-0.0404,0.14878,0.01086,0.0,9.88541,1
10.13,0.4171,-1.39264,-9.75528,-0.41914,0.03484,-0.04135,0.14839,0.01115,0.0,9.863,1
10.14,0.41669,-1.35303,-9.75183,-0.41945,0.03687,-0.0426,0.14798,0.01106,0.0,9.85406,1
10.15,0.41388,-1.31262,-9.75532,-0.41898,0.0391,-0.04401,0.14757,0.01077,0.0,9.85194,1
10.16,0.41108,-1.27221,-9.75882,-0.4185,0.04132,-0.04541,0.14716,0.01049,0.0,9.84998,1
10.17,0.41003,-1.22686,-9.76297,-0.41872,0.04395,-0.04635,0.14674,0.01037,0.0,9.84829,1
10.18,0.41248,-1.17163,-9.76841,-0.42032,0.04736,-0.04637,0.14633,0.01057,0.0,9.84706,1
10.19,0.41493,-1.1164,-9.77385,-0.42192,0.05077,-0.04638,0.14591,0.01078,0.0,9.84615,1
10.2,0.41737,-1.06117,-9.77929,-0.42352,0.05418,-0.04639,0.1455,0.01098,0.0,9.84555,1
10.21,0.4214,-1.02864,-9.78405,-0.42072,0.05394,-0.04426,0.14508,0.01033,0.0,9.847,1
10.22,0.42543,-0.9961,-9.78881,-0.41792,0.0537,-0.04212,0.14467,0.00967,0.0,9.84856,1
10.23,0.42946,-0.96357,-9.79358,-0.41512,0.05346,-0.03999,0.14425,0.00902,0.0,9.85023,1
10.24,0.43276,-0.92602,-9.79303,-0.41374,0.0549,-0.03921,0.14382,0.00854,0.0,9.84623,1
10.25,0.4357,-0.88596,-9.78983,-0.41308,0.05718,-0.03911,0.14337,0.00815,0.0,9.83949,1
10.26,0.43864,-0.8459,-9.78664,-0.41241,0.05945,-0.03901,0.14293,0.00775,0.0,9.83291,1
10.27,0.44315,-0.80163,-9.78313,-0.41195,0.06253,-0.03914,0.14248,0.00748,0.0,9.82592,1
10.28,0.45081,-0.74893,-9.77902,-0.41189,0.06719,-0.03974,0.14204,0.00744,0.0,9.81801,1
10.29,0.45847,-0.69624,-9.77491,-0.41183,0.07186,-0.04034,0.1416,0.0074,0.0,9.81039,1
10.3,0.46613,-0.64354,-9.7708,-0.41178,0.07652,-0.04094,0.14115,0.00737,0.0,9.80306,1
10.31,0.47563,-0.60466,-9.77537,-0.41064,0.07514,-0.04032,0.14072,0.00746,0.0,9.80559,1
